ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-98-5p,MIMAT0000096,TBC1D30,23329,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SRGAP2,23380,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,AHCYL2,23382,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,MED13L,23389,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,DICER1,23405,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,CBX5,23468,PAR-CLIP//qRT-PCR,17942906|21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,LEPROTL1,23484,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF281,23528,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,RBFOX2,23543,PAR-CLIP,24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,SMUG1,23583,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PDSS1,23590,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ACOT9,23597,PAR-CLIP,23592263|23446348,Unspecified
hsa-mir-98-5p,MIMAT0000096,KPNA6,23633,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PLD3,23646,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMEM2,23670,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ARIH1,25820,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF473,25888,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,INTS7,25896,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,NDUFAF3,25915,CLASH,23622248,Unspecified
hsa-mir-98-5p,MIMAT0000096,MMACHC,25974,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,RPAP1,26015,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,LRIG1,26018,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,CHTOP,26097,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,GAPVD1,26130,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TES,26136,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FBXW2,26190,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,SACS,26278,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NARF,26502,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC17A5,26503,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,CNNM4,26504,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TIMM13,26517,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,DIEXF,27042,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TAF5L,27097,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,HSPB7,27129,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SNX5,27131,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SALL3,27164,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,DISC1,27185,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,SERP1,27230,qRT-PCR,17942906,Unspecified
hsa-mir-98-5p,MIMAT0000096,TNFRSF21,27242,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,RAB30,27314,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,UTP20,27340,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,POLL,27343,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,MCAT,27349,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SNX24,28966,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,C19orf53,28974,Microarray//PAR-CLIP,19088304|23592263|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,THYN1,29087,PAR-CLIP,20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,ANKRD11,29123,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ABT1,29777,HITS-CLIP//Microarray//PAR-CLIP,19088304|23592263|24398324|21572407|23313552|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,SCHIP1,29970,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NRBF2,29982,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ERO1A,30001,Microarray//PAR-CLIP,19088304|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,ADGRE2,30817,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SOCS7,30837,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,CHST11,50515,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ASAP1,50807,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMED5,50999,HITS-CLIP//PAR-CLIP,23592263|24906430,Unspecified
hsa-mir-98-5p,MIMAT0000096,POLR1D,51082,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MRPS2,51116,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NAA20,51126,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,RNFT1,51136,PAR-CLIP,24398324,Unspecified
hsa-mir-98-5p,MIMAT0000096,MRTO4,51154,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PLEKHO1,51177,PAR-CLIP,22291592|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,CPA4,51200,HITS-CLIP//Microarray,19088304|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,KLF3,51274,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,C1RL,51279,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,BFAR,51283,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ERGIC2,51290,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,GMPR2,51292,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZDHHC3,51304,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,THEM6,51337,PAR-CLIP,23592263|24398324,Unspecified
hsa-mir-98-5p,MIMAT0000096,RWDD1,51389,HITS-CLIP,23824327,Unspecified
hsa-mir-98-5p,MIMAT0000096,IP6K2,51447,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NELFCD,51497,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NCKIPSD,51517,HITS-CLIP//PAR-CLIP,23446348|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,TRMO,51531,PAR-CLIP,23446348,Unspecified
hsa-mir-98-5p,MIMAT0000096,VPS54,51542,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,KLF13,51621,qRT-PCR,20589685,Unspecified
hsa-mir-98-5p,MIMAT0000096,WBP11,51729,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,YIPF1,54432,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,KCTD5,54442,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MIOS,54468,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MIEF1,54471,Microarray//PAR-CLIP,19088304|23592263|24398324|21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,NLE1,54475,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,CHPF2,54480,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FAM105A,54491,HITS-CLIP//PAR-CLIP,23592263|23446348|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,CCNJ,54619,Luciferase reporter assay//Microarray,23188821|19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,WDR74,54663,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC35F2,54733,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,RNF111,54778,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,GATAD2A,54815,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,GDAP2,54834,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FAM46C,54855,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PALMD,54873,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TEX10,54881,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,CDKAL1,54901,HITS-CLIP//Microarray,19088304|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,SEMA4C,54910,PAR-CLIP,24398324|23446348|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,DNAJC28,54943,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,PARP16,54956,PAR-CLIP,20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,USP47,55031,PAR-CLIP,27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMEM45A,55076,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FIGN,55137,HITS-CLIP//PAR-CLIP,23446348|21572407|20371350|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,MTPAP,55149,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMEM38B,55151,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ARL8B,55207,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,C11orf57,55216,Microarray//PAR-CLIP,19088304|23592263|21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,LRRC20,55222,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC38A7,55238,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,STEAP3,55240,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TBC1D19,55296,PAR-CLIP,22291592,Unspecified
hsa-mir-98-5p,MIMAT0000096,SYNJ2BP,55333,PAR-CLIP,23592263|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,WDR33,55339,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PLCXD1,55344,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,LGR4,55366,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,YOD1,55432,Microarray//PAR-CLIP,19088304|23446348|21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,CDV3,55573,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,KIF27,55582,PAR-CLIP,22100165,Unspecified
hsa-mir-98-5p,MIMAT0000096,CHRNA9,55584,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,BMP2K,55589,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,CHD7,55636,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,IPO9,55705,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,POLR3E,55718,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FAM222B,55731,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,COA1,55744,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FGD6,55785,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TXLNG,55787,Microarray//PAR-CLIP,19088304|21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,ECHDC1,55862,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,BIN3,55909,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PPAN,56342,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,DIABLO,56616,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,TWNK,56652,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SAR1A,56681,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,RAD18,56852,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,C8orf4,56892,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,C1GALT1,56913,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SMARCAD1,56916,PAR-CLIP,24398324|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,SEMA3G,56920,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ATXN7L3,56970,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,YAE1D1,57002,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,ACKR3,57007,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,AKR1B10,57016,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,AVEN,57099,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,C12orf4,57102,PAR-CLIP,23446348,Unspecified
hsa-mir-98-5p,MIMAT0000096,SALL4,57167,Luciferase reporter assay//qRT-PCR//Western blot,27677076,Unspecified
hsa-mir-98-5p,MIMAT0000096,MRS2,57380,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,KIAA1143,57456,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,HEG1,57493,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MTUS1,57509,Microarray//PAR-CLIP,19088304|23592263|24398324|23446348|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,KIAA1328,57536,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,PDP2,57546,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,USP36,57602,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,DENND1A,57706,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,TLDC1,57707,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,IGDCC4,57722,PAR-CLIP,23446348|21572407|20371350|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,RAB40C,57799,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,PCTP,58488,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ABHD17C,58489,PAR-CLIP,20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,SINHCAF,58516,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SNX6,58533,Luciferase reporter assay//qRT-PCR//Western blot,27541017,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMEM8A,58986,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SENP2,59343,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,AASDHPPT,60496,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZFAND3,60685,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PRSS22,64063,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,NSD1,64324,PAR-CLIP,24398324,Unspecified
hsa-mir-98-5p,MIMAT0000096,XPO4,64328,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NOM1,64434,PAR-CLIP,23592263|23446348,Unspecified
hsa-mir-98-5p,MIMAT0000096,PARP12,64761,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FNDC3B,64778,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,VPS33A,65082,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,JMJD4,65094,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MARCKSL1,65108,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,PLEKHA3,65977,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,PHACTR4,65979,HITS-CLIP//Microarray,19088304|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZBTB10,65986,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,KCTD14,65987,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,LRFN4,78999,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ALG8,79053,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ATG9A,79065,Microarray//PAR-CLIP,19088304|23592263|26701625|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,TAF1D,79101,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,GNPTAB,79158,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,EFHD2,79180,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,ATP13A3,79572,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ADIPOR2,79602,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,ARMT1,79624,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ARSJ,79642,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,RHBDF2,79651,Microarray//PAR-CLIP,19088304|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,COLGALT1,79709,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MOB3B,79817,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ARHGAP28,79822,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FAM57A,79850,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ESRP2,80004,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,DOCK5,80005,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,C10orf88,80007,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF556,80032,HITS-CLIP,23824327,Unspecified
hsa-mir-98-5p,MIMAT0000096,NAA15,80155,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,OPA3,80207,PAR-CLIP,23592263|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,PROSER1,80209,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,COQ10B,80219,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,EDEM3,80267,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,GRPEL1,80273,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FLAD1,80308,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PUS1,80324,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC19A3,80704,HITS-CLIP//Microarray,19088304|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,LIMD2,80774,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC25A32,81034,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,COLEC12,81035,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,C1orf21,81563,PAR-CLIP,20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,ACTL8,81569,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NUAK2,81788,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,VANGL1,81839,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF611,81856,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,DNAL1,83544,PAR-CLIP,21572407|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,INHBE,83729,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,HASPIN,83903,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,KREMEN1,83999,PAR-CLIP,23592263|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,EMILIN2,84034,HITS-CLIP//PAR-CLIP,20371350|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC10A7,84068,PAR-CLIP,24398324|21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,TOMM40L,84134,PAR-CLIP,26701625|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF644,84146,PAR-CLIP,23446348,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMEM164,84187,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,NOA1,84273,PAR-CLIP,23592263|23446348,Unspecified
hsa-mir-98-5p,MIMAT0000096,RAB11FIP4,84440,PAR-CLIP,24398324,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZBTB37,84614,PAR-CLIP,20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,USP38,84640,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,FUT10,84750,PAR-CLIP,23592263|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF587,84914,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,PPP1R15B,84919,PAR-CLIP,23592263|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,FAM104A,84923,PAR-CLIP,20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF566,84924,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,WDR73,84942,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FBXL20,84961,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,MFSD5,84975,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,HIST1H2BK,85236,Microarray//PAR-CLIP,19088304|23592263|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZCCHC3,85364,PAR-CLIP,23446348|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,NAV2,89797,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MIDN,90007,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,C5orf30,90355,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF799,90576,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,DHX57,90957,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,FMNL3,91010,PAR-CLIP,22100165,Unspecified
hsa-mir-98-5p,MIMAT0000096,MYLK3,91807,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZC3HAV1L,92092,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,IMP4,92856,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MARS2,92935,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,SDR42E1,93517,PAR-CLIP,24398324,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZFAND4,93550,HITS-CLIP//PAR-CLIP,23706177|23313552|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,EGLN3,112399,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,MED8,112950,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,OSBPL10,114884,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,PDZD8,118987,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,LRIG3,121227,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,SOCS4,122809,Luciferase reporter assay//Northern blot//qRT-PCR//Reporter assay//Western blot,20486857,Unspecified
hsa-mir-98-5p,MIMAT0000096,NAA30,122830,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,MSI2,124540,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,CANT1,124583,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF573,126231,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,C19orf47,126526,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,TRIM71,131405,PAR-CLIP,20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,FAM43A,131583,PAR-CLIP,23592263|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,GRPEL2,134266,PAR-CLIP,23592263|24398324|23446348|21572407|20371350|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,PM20D2,135293,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,UBXN2B,137886,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,GPAT4,137964,PAR-CLIP,26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,BRI3BP,140707,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,SMCR8,140775,PAR-CLIP,24398324|23446348|21572407|26701625|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC2A14,144195,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF578,147660,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF417,147687,HITS-CLIP,23313552,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF738,148203,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,C1orf210,149466,HITS-CLIP//PAR-CLIP,23446348|21572407|23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,DTX3L,151636,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,CEP120,153241,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,ANKRD46,157567,PAR-CLIP,22100165|26701625,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMTC3,160418,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,RETREG3,162427,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,IFNLR1,163702,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,TXLNA,200081,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,TET3,200424,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,KLHDC8B,200942,PAR-CLIP,23592263,Unspecified
hsa-mir-98-5p,MIMAT0000096,ZNF584,201514,HITS-CLIP,23706177,Unspecified
hsa-mir-98-5p,MIMAT0000096,PDE12,201626,PAR-CLIP,24398324|23446348|21572407|20371350,Unspecified
hsa-mir-98-5p,MIMAT0000096,SLC16A9,220963,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,TMED4,222068,PAR-CLIP,27292025,Unspecified
